id,audit_id,page_url,issue_type,severity,details_json,start_url,started_at,completed_at
d1e7ff1749fb4f777d9cfde0c80657238940,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/contact,slow-response,info,"{""responseTimeMs"":1861}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
2af87093aa087a62cfdbd2e18d843e0c8c88,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/contact,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
0d2e175435b63b1c9489d7193c6c8139d960,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/contact,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
5edcb9e120f91b54890e1ff5feb1625b9fa1,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/contact,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
9f8dfc08cda0a61b6f1cd932905aaa07fc2f,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects,slow-response,info,"{""responseTimeMs"":2702}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
e8a9ea3264540226b3f9b4d768eb85087f15,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
a7d9347de82a808fe1675284bb55ae436b85,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
9151b3fbefcfd6df48f0f0173d9282ec0a68,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
03bfc8ad02adda3f7c5212709deec7c54896,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/tak-ho,slow-response,info,"{""responseTimeMs"":2702}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
0bc7e955621ae218e502a62dd2848776effd,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/tak-ho,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
7addadcde13325deaad23fcc591e2beb0294,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/tak-ho,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
b684f1bb78c27789723571e48b05118abdb6,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/tak-ho,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
84c6eea18d349cd068f8fe24347a30ab7c46,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/axir,slow-response,info,"{""responseTimeMs"":2701}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
1dc372fa234de975e78d39dcc1bf909ad396,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/axir,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
6d3121d4058c371ec4a9474cd45b86b67080,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/axir,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
72bbd19539467cee92d9096ac63c9b00271c,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/axir,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
7a98bdda25a0b57726bb4c218992fc6f9df5,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/zulliy-alnahas,slow-response,info,"{""responseTimeMs"":2702}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
872fac111722bc127caf43bb4632c8c18e3d,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/zulliy-alnahas,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
8fb06bcd761e91343115e4656bd92b01b619,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/zulliy-alnahas,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
8f5bced046aa3379e6eedce234d3c024bda8,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/zulliy-alnahas,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
fc8803db2c7fca6acac70cd96bde0e76de75,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/services,slow-response,info,"{""responseTimeMs"":2702}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
4a88fdfc9c4b4528f21b37bc67cfd4d604ed,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/services,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
7154942a4396db023183b2bda6522db79d9e,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/services,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
dc25ee676acac70741ad9d09b6a59299e22f,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/services,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
ec5e01c998db1dd1269ee122e54854b2e820,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/the-lauren,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
ecc1a79b44bd7491453ecf196d19e3cd711f,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/the-lauren,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
f1831849c2574521ac73b20db28f6af5d151,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/the-lauren,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
a49a214d8757eb1f7c622fccdf97ab68ef62,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/ablone-road,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
f0b90ba6c79be5ee5b5aea8857329053f465,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/ablone-road,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
acdf9db4dfcd2113ce11165d0287b7e4428d,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/ablone-road,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
94e1e82ca3377f1208a4e3c3b6d41a0378a6,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/lizzybay,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
b2dd91149a0e35bcc6c67bd2d610b8e16a0d,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/lizzybay,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
defd3da9b90343a563795ab0e14a359f42b0,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/lizzybay,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
ee69b2f93abcb24ae81e20e31d76d52a19fc,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/barrington-road,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
a09026af509b19f566f61f3c2a999f253a5e,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/barrington-road,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
ced06eafa9380c750ea99b3b7ef68613f112,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/barrington-road,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
bd60c8e833c2cbd359f43ea2e1d85a7d7adc,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about,slow-response,info,"{""responseTimeMs"":2702}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
393ce3791edef8c8bbe7e581c8c2cb001c20,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
dddc13ad450ad0f09d2fc8ed8efc13151cc4,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
69ca12a18b49a429da2cba41d9d03f49139f,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
77f39b4d270477763ddf0ba48f9a48447ae6,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/spanish-banks,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
dbe48f61f5cf32a143c6c6810896503ea720,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/spanish-banks,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
608849b02407fef74f924c30f419bdd38bbe,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/spanish-banks,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
d9de3aee9d4b390535c2482beb935769aeb3,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/buddhist-student-residence,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
fcc3dc5c4e675232b080335a738d6b803815,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/buddhist-student-residence,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
28a3a77cc5bbe6afac50ce35b6f60f6d8412,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/buddhist-student-residence,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
869b717c3df21925230aab26948639137438,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/516-w-61st-ave,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
67f01f3ab7e492a24b3f9da384ee0ba39ec6,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/516-w-61st-ave,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
581144565f8f502e28edf194daf2f1b6a8ed,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/516-w-61st-ave,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
4a15e1810a76da7e74d71763134a5abeadca,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/westbourne,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
378d435982baf237b1da2d613df685cb044e,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/westbourne,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
2edcfc92667824d62c7ff7cd0eb244c34f6e,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/westbourne,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
711e5aa433f9a1b1ee6730a9aa3cf3bb586a,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/mackenzie-heights,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
edc05693e05c48761da1e22daa2ce5897446,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/mackenzie-heights,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
953e36bc44111ddee7f2abdceb18f977b098,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/mackenzie-heights,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
3ee96547fba8c1e071589c009dd56fcad107,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/frances,missing-h1,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
20e4913110931caa7bf23c5ea88732f963e5,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/frances,thin-content,warning,"{""wordCount"":0}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
a7d35c38d6d5166ef4d7bd6a1c66e91fa247,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/frances,no-outgoing-links,warning,,https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
57e6bc2f568caf7fe3be9ef036dbfa711650,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho"",""https://gpcdevelopment.ca/about/zulliy-alnahas""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
8f1e7a03b494d9c8a76af0e54a29bbef0220,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about/tak-ho"",""https://gpcdevelopment.ca/about/zulliy-alnahas""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
e2a51d5beedc11f4aa011a519af00a00a275,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/tak-ho,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/zulliy-alnahas""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
c1429a632c02e9644e4bf8da71abfea43213,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/about/zulliy-alnahas,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
8b69700a4223b8d7cb31d634a440e1cb82eb,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/approach,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
230d9197c0ff735665a0c81cf0dc6daefee4,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/contact,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
0e7999c9f75da6395642fd750fcb074efcdf,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
70a17cade21fb4ce40badd837d2667e4641d,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/516-w-61st-ave,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
0d3f1d504c87033ffeb0521841f6035bf0cc,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/ablone-road,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
d88f9853bfe0879685b02cf1d0a7fe16f294,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/axir,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
6ba69b5757d8b05b7358592a454cf8ea313b,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/barrington-road,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
39081540534da23c18334a9a9c534deb5830,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/buddhist-student-residence,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
18f2c331227cbe9695fac75a5924965cb8a0,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/frances,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
7504cb1c870111dcf4f6e6a472f09bab02ee,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/inova,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
209e7ae007b0e678957d4b8d59aff817c597,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/lizzybay,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
9a86a3d3495012bd70d6486033a8f39fcddc,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/mackenzie-heights,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
ebfa415b9ea2b8efb48c1dc0d554cfb91042,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/moonlight-sonata,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
fd2d60ccd152a94d4b61e0b063a3dc45a138,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/spanish-banks,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
030715cb12ffbb27057e9618a225b330f9e2,bd1f9c86-0dae-4c17-9b4f-a87627a9b009,https://gpcdevelopment.ca/projects/the-lauren,duplicate-title,warning,"{""groupSize"":21,""otherUrls"":[""https://gpcdevelopment.ca/"",""https://gpcdevelopment.ca/about"",""https://gpcdevelopment.ca/about/tak-ho""]}",https://gpcdevelopment.ca/,2026-08-26 16:48:20,2026-08-26T16:50:59.623Z
