url,status_code,title,meta_description,h1_count,h2_count,word_count,images_missing_alt,internal_link_count,external_link_count,response_time_ms,is_indexable
https://gpcdevelopment.ca/projects/westbourne,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,665,1
https://gpcdevelopment.ca/projects/mackenzie-heights,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,678,1
https://gpcdevelopment.ca/projects/frances,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,686,1
https://gpcdevelopment.ca/,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,135,1
https://gpcdevelopment.ca/about/tak-ho,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,799,1
https://gpcdevelopment.ca/approach,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,804,1
https://gpcdevelopment.ca/projects,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,807,1
https://gpcdevelopment.ca/contact,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,819,1
https://gpcdevelopment.ca/projects/inova,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,2597,1
https://gpcdevelopment.ca/projects/barrington-road,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1776,1
https://gpcdevelopment.ca/projects/axir,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,2597,1
https://gpcdevelopment.ca/about,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,2597,1
https://gpcdevelopment.ca/about/zulliy-alnahas,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,2597,1
https://gpcdevelopment.ca/services,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,2597,1
https://gpcdevelopment.ca/projects/ablone-road,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1789,1
https://gpcdevelopment.ca/projects/the-lauren,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1796,1
https://gpcdevelopment.ca/projects/lizzybay,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1792,1
https://gpcdevelopment.ca/projects/moonlight-sonata,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,2449,1
https://gpcdevelopment.ca/projects/westbourne,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,670,1
https://gpcdevelopment.ca/projects/spanish-banks,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,673,1
https://gpcdevelopment.ca/projects/516-w-61st-ave,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,681,1
https://gpcdevelopment.ca/projects/frances,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,708,1
https://gpcdevelopment.ca/projects/buddhist-student-residence,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,724,1
https://gpcdevelopment.ca/projects/mackenzie-heights,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,736,1
https://gpcdevelopment.ca/,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,46,1
https://gpcdevelopment.ca/approach,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,659,1
https://gpcdevelopment.ca/about/tak-ho,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,669,1
https://gpcdevelopment.ca/projects,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,683,1
https://gpcdevelopment.ca/about,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,690,1
https://gpcdevelopment.ca/projects/the-lauren,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1183,1
https://gpcdevelopment.ca/projects/barrington-road,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1158,1
https://gpcdevelopment.ca/about/zulliy-alnahas,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1851,1
https://gpcdevelopment.ca/contact,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1851,1
https://gpcdevelopment.ca/services,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1851,1
https://gpcdevelopment.ca/projects/moonlight-sonata,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1709,1
https://gpcdevelopment.ca/projects/ablone-road,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1168,1
https://gpcdevelopment.ca/projects/lizzybay,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1181,1
https://gpcdevelopment.ca/projects/axir,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1850,1
https://gpcdevelopment.ca/projects/inova,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1850,1
https://gpcdevelopment.ca/projects/mackenzie-heights,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,630,1
https://gpcdevelopment.ca/projects/516-w-61st-ave,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,637,1
https://gpcdevelopment.ca/projects/buddhist-student-residence,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,638,1
https://gpcdevelopment.ca/projects/frances,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,646,1
https://gpcdevelopment.ca/projects/westbourne,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,688,1
https://gpcdevelopment.ca/projects/spanish-banks,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,723,1
https://gpcdevelopment.ca/,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,28,1
https://gpcdevelopment.ca/projects,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,638,1
https://gpcdevelopment.ca/services,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,642,1
https://gpcdevelopment.ca/approach,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,657,1
https://gpcdevelopment.ca/about,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,660,1
https://gpcdevelopment.ca/about/zulliy-alnahas,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1049,1
https://gpcdevelopment.ca/contact,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1049,1
https://gpcdevelopment.ca/projects/moonlight-sonata,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1020,1
https://gpcdevelopment.ca/projects/inova,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1049,1
https://gpcdevelopment.ca/projects/axir,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1049,1
https://gpcdevelopment.ca/about/tak-ho,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,1049,1
https://gpcdevelopment.ca/projects/the-lauren,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,623,1
https://gpcdevelopment.ca/projects/lizzybay,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,636,1
https://gpcdevelopment.ca/projects/ablone-road,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,655,1
https://gpcdevelopment.ca/projects/barrington-road,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,668,1
https://gpcdevelopment.ca/projects/westbourne,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,631,1
https://gpcdevelopment.ca/projects/spanish-banks,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,633,1
https://gpcdevelopment.ca/projects/frances,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,645,1
https://gpcdevelopment.ca/projects/mackenzie-heights,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,650,1
https://gpcdevelopment.ca/projects/516-w-61st-ave,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,661,1
https://gpcdevelopment.ca/projects/buddhist-student-residence,200,GPC Development — West Coast Construction & Development,"A West Coast development and construction studio building considered architecture from Vancouver. Project financing, construction management, and advisory.",0,0,0,0,0,0,728,1
